x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,y
0.16198,0.22317,0.11333,0.51195,0.65459,0.40908,0.4714,0.074574,0.38543,0.40093,0.25218,0.89636,0.020036,0.39925,0.74818,0.50705,0.79946,0.65826,0.73649,0.40876,0.857,0.63033,0.48281,0.61151,0.67913,0.12185,0.81489,0.84978,0.89262,0.15324,0.8218,0.11399,0.15662,0.48756,0.053178,0.32898,0.41088,0.95725,0.7827,0.53174,0.35376,0.60298,0.98237,0.6245,0.02413,0.84154,0.40573,0.23278,0.76738,0.24536,0.46161,0.32327,0.3836,0.26844,0.023817,0.86975,0.26929,0.78219,0.57646,0.33168,0.10418,0.824,0.88678,0.48792,0.26868,0.40761,0.83109,0.78333,0.84333,0.34306,0.63399,0.57408,0.66488,0.9769,0.9372,0.63256,0.98285,0.3178,0.37795,0.15132,0.20639,0.86903,0.43614,0.9993,0.79319,0.6641,0.26241,0.8325,0.13625,0.088469,0.72972,0.15463,0.58914,0.054747,0.015837,0.52199,0.59796,0.36133,0.32231,0.84884,21.811
0.18902,0.49065,0.20933,0.83678,0.44578,0.7519,0.56089,0.86757,0.98626,0.73288,0.74792,0.73462,0.46741,0.24229,0.55828,0.16842,0.50534,0.47931,0.76072,0.060065,0.70409,0.50309,0.5746,0.10471,0.2034,0.3468,0.13233,0.12605,0.72601,0.30273,0.80678,0.29455,0.96744,0.36517,0.74254,0.061177,0.23426,0.74797,0.80799,0.62446,0.18617,0.022005,0.087152,0.81283,0.7447,0.58422,0.71839,0.62239,0.073106,0.001716,0.17737,0.96726,0.33043,0.34543,0.1262,0.69416,0.53837,0.84654,0.065524,0.11765,0.019733,0.2419,0.75974,0.66054,0.48769,0.73013,0.97405,0.0042599,0.22294,0.29544,0.71498,0.62278,0.47246,0.93191,0.38127,0.087509,0.84533,0.54037,0.39857,0.074755,0.088148,0.54878,0.14316,0.6123,0.036073,0.34239,0.63324,0.41156,0.46746,0.97985,0.014086,0.40194,0.91058,0.96349,0.31125,0.10035,0.23184,0.36353,0.12661,0.050403,22.11
0.36023,0.67472,0.90998,0.36078,0.82103,0.61317,0.46961,0.33569,0.74915,0.89629,0.32708,0.60144,0.85413,0.65131,0.92633,0.48698,0.40514,0.58914,0.68874,0.7045,0.78607,0.19675,0.79159,0.78428,0.41581,0.83893,0.0081512,0.42138,0.2412,0.5028,0.33577,0.042377,0.34464,0.49865,0.44041,0.37825,0.21723,0.45095,0.2168,0.67762,0.56998,0.10655,0.52788,0.69111,0.19738,0.93982,0.2496,0.004651,0.81367,0.62577,0.4052,0.50832,0.0068061,0.88286,0.72738,0.019811,0.79206,0.39894,0.085012,0.47541,0.69498,0.23957,0.29364,0.40802,0.46262,0.92852,0.037341,0.72854,0.35244,0.26387,0.38622,0.77511,0.18522,0.15899,0.29603,0.71499,0.71665,0.45013,0.97068,0.40107,0.96655,0.66723,0.83412,0.96157,0.49373,0.30123,0.94003,0.33407,0.95743,0.31387,0.11511,0.93826,0.79795,0.62577,0.7356,0.65627,0.3778,0.92414,0.97535,0.59722,25.994
0.83282,0.033744,0.76422,0.42769,0.80845,0.57786,0.76688,0.3905,0.16803,0.39332,0.49487,0.64557,0.96882,0.80896,0.011128,0.79249,0.45916,0.017499,0.93591,0.23068,0.25839,0.78563,0.9792,0.90342,0.98631,0.69767,0.47757,0.028524,0.96593,0.72114,0.98631,0.77413,0.81013,0.1403,0.22586,0.46977,0.84555,0.42518,0.94701,0.94549,0.13321,0.90767,0.67223,0.20388,0.19229,0.67877,0.80811,0.031933,0.037551,0.16059,0.8419,0.63784,0.7256,0.088771,0.73671,0.4699,0.075796,0.62354,0.53081,0.7474,0.085316,0.77388,0.12396,0.45628,0.42278,0.96175,0.30082,0.49213,0.21714,0.086158,0.056007,0.86446,0.56538,0.42626,0.73956,0.32925,0.14596,0.77302,0.37061,0.84637,0.70551,0.45472,0.036443,0.63554,0.4653,0.74693,0.38497,0.20256,0.34671,0.81209,0.1164,0.9961,0.30453,0.76447,0.39645,0.93771,0.53197,0.18213,0.7918,0.6307,21.458
0.12447,0.81408,0.086906,0.90845,0.15264,0.20375,0.99699,0.20792,0.72727,0.78232,0.57877,0.18378,0.17786,0.19103,0.87117,0.98958,0.2611,0.11869,0.88707,0.40212,0.53075,0.28937,0.84194,0.55009,0.9513,0.54911,0.018802,0.98854,0.97218,0.72544,0.95433,0.083887,0.11902,0.51774,0.046116,0.96739,0.89346,0.32506,0.41282,0.60821,0.40533,0.46556,0.96134,0.60732,0.093755,0.15174,0.40125,0.8512,0.63398,0.89284,0.55087,0.44852,0.10688,0.41978,0.60339,0.20028,0.72299,0.9916,0.99632,0.70716,0.52938,0.42123,0.74247,0.48647,0.67173,0.4427,0.087601,0.84293,0.85853,0.55002,0.15861,0.99754,0.10109,0.78314,0.79151,0.93712,0.44779,0.69867,0.41869,0.46992,0.55673,0.21386,0.92937,0.22596,0.14977,0.92583,0.078884,0.9996,0.32685,0.89961,0.67543,0.04079,0.75989,0.94877,0.10241,0.98053,0.22582,0.90282,0.26561,0.37147,26.682
0.76532,0.40143,0.7541,0.34833,0.14285,0.97197,0.73735,0.22812,0.30785,0.20396,0.58933,0.38023,0.55465,0.59412,0.6131,0.64467,0.06005,0.59691,0.24915,0.15204,0.8187,0.71093,0.77731,0.87231,0.65368,0.91288,0.60102,0.44656,0.50232,0.78368,0.7179,0.32183,0.99415,0.2183,0.30032,0.29849,0.95755,0.95798,0.62197,0.92919,0.86898,0.27911,0.096791,0.67226,0.72606,0.14715,0.20603,0.91009,0.63181,0.18015,0.35171,0.069212,0.31825,0.54897,0.26374,0.67461,0.17714,0.37617,0.49775,0.60925,0.2467,0.95857,0.35225,0.56032,0.5304,0.08411,0.58917,0.38832,0.081694,0.28202,0.61581,0.29207,0.12108,0.38906,0.54821,0.48284,0.27719,0.48165,0.34475,0.91234,0.66855,0.70607,0.46449,0.091056,0.4013,0.93543,0.65052,0.82427,0.75416,0.49672,0.09518,0.2293,0.44147,0.37388,0.53996,0.99572,0.71084,0.77223,0.44335,0.88578,23.07
0.66285,0.88004,0.14999,0.75654,0.35848,0.1509,0.62487,0.50082,0.66655,0.70259,0.99272,0.84029,0.080714,0.94101,0.37219,0.78591,0.46921,0.9029,0.97291,0.22499,0.97433,0.35775,0.12435,0.41629,0.256,0.4049,0.67065,0.90159,0.95137,0.7942,0.61632,0.33966,0.77975,0.52848,0.7805,0.82608,0.85565,0.66484,0.7406,0.083423,0.075609,0.82984,0.10185,0.99105,0.49955,0.47792,0.34958,0.16993,0.71788,0.16426,0.77044,0.88264,0.7497,0.60107,0.59308,0.68078,0.74935,0.41059,0.0077151,0.61019,0.13591,0.45082,0.2214,0.090341,0.64005,0.68136,0.79534,0.55208,0.38082,0.45259,0.89268,0.71988,0.059556,0.66204,0.38651,0.45944,0.17566,0.60687,0.73852,0.66617,0.52633,0.32104,0.61989,0.18825,0.42499,0.66546,0.72178,0.45206,0.0058024,0.1088,0.45629,0.49797,0.59812,0.12745,0.90936,0.43172,0.60998,0.60314,0.40696,0.93898,23.862
0.051188,0.84387,0.26851,0.23248,0.36323,0.92639,0.43286,0.34648,0.90856,0.73111,0.076467,0.21896,0.9845,0.87626,0.42684,0.661,0.88695,0.46864,0.39794,0.2438,0.88457,0.13817,0.15279,0.61872,0.97127,0.33657,0.64823,0.47142,0.98254,0.16966,0.40827,0.3657,0.34108,0.12957,0.12697,0.82071,0.50107,0.78363,0.92088,0.50364,0.29022,0.8805,0.093373,0.019526,0.17332,0.34337,0.95426,0.47775,0.80084,0.72577,0.91754,0.25293,0.66897,0.87706,0.21008,0.089001,0.77632,0.63549,0.80115,0.46568,0.87856,0.7981,0.01591,0.25899,0.79055,0.23108,0.40364,0.62029,0.8951,0.94702,0.473,0.8524,0.53603,0.084336,0.44401,0.78012,0.01279,0.15657,0.36318,0.74073,0.88118,0.0048098,0.93975,0.21155,0.91434,0.96171,0.94707,0.40108,0.43338,0.67974,0.14842,0.30224,0.35545,0.59697,0.20098,0.47181,0.17737,0.80671,0.99144,0.12889,24.675
0.15094,0.73454,0.53095,0.6296,0.67947,0.93668,0.045696,0.11739,0.61617,0.18976,0.74498,0.75579,0.12654,0.76622,0.80071,0.42875,0.15534,0.68734,0.27224,0.77071,0.64713,0.28756,0.41431,0.31171,0.40031,0.15385,0.34389,0.65848,0.34635,0.90187,0.23308,0.14118,0.85631,0.22544,0.39089,0.80387,0.7692,0.8162,0.66581,0.38881,0.95856,0.17938,0.68881,0.22718,0.38043,0.22942,0.45359,0.63927,0.29574,0.56526,0.40877,0.044375,0.42699,0.77014,0.070206,0.73716,0.82158,0.28349,0.99846,0.22043,0.61231,0.25696,0.66117,0.83591,0.74168,0.54218,0.40976,0.1775,0.21015,0.29911,0.4043,0.86884,0.65945,0.88869,0.045775,0.036682,0.60117,0.76597,0.080619,0.07322,0.51156,0.85798,0.16962,0.66387,0.43706,0.87556,0.49151,0.4036,0.15714,0.49229,0.9079,0.40918,0.10836,0.26306,0.15332,0.65911,0.9624,0.62898,0.6551,0.16756,22.172
0.026407,0.468,0.90899,0.9857,0.83319,0.49136,0.79503,0.44038,0.66032,0.2631,0.55689,0.92593,0.84519,0.6331,0.97303,0.42434,0.82834,0.1712,0.38559,0.79012,0.75376,0.88229,0.15522,0.79294,0.48669,0.086009,0.37492,0.8062,0.1757,0.86758,0.13287,0.92457,0.22564,0.92573,0.26354,0.98808,0.70727,0.23937,0.63418,0.72061,0.45106,0.27746,0.79586,0.12078,0.13891,0.44162,0.33722,0.47811,0.83535,0.015528,0.97197,0.58595,0.50238,0.88924,0.54727,0.45653,0.72136,0.81609,0.43076,0.78958,0.50073,0.71102,0.36872,0.022087,0.64267,0.66932,0.54294,0.14903,0.55714,0.032637,0.73303,0.67397,0.50082,0.29373,0.88331,0.2574,0.98813,0.33706,0.27855,0.6634,0.90905,0.85897,0.079372,0.054104,0.72291,0.39506,0.5291,0.13355,0.75033,0.10932,0.52962,0.69202,0.80051,0.39511,0.31391,0.95248,0.26075,0.85175,0.51584,0.56343,27.531
0.3844,0.36749,0.32719,0.86509,0.56379,0.11152,0.435,0.13511,0.10674,0.57783,0.46821,0.81446,0.19011,0.1771,0.45112,0.581,0.064829,0.29948,0.8708,0.31715,0.50929,0.52803,0.18274,0.27306,0.10774,0.21912,0.62577,0.88184,0.41903,0.63414,0.34447,0.41128,0.75219,0.032376,0.63748,0.11727,0.65458,0.31078,0.32967,0.19928,0.76715,0.35818,0.85923,0.6165,0.23238,0.64095,0.411,0.5855,0.24591,0.50946,0.20758,0.0075538,0.94393,0.66035,0.58133,0.67631,0.68291,0.74429,0.29969,0.63781,0.22521,0.19937,0.39216,0.35772,0.43344,0.79306,0.85706,0.88628,0.044151,0.99433,0.21769,0.6692,0.1754,0.65122,0.46582,0.96247,0.15731,0.53776,0.39097,0.19247,0.041376,0.1689,0.0022718,0.085994,0.11306,0.14647,0.036839,0.89904,0.40062,0.91415,0.25774,0.10472,0.85538,0.61634,0.52964,0.93648,0.031952,0.046777,0.95719,0.0010847,20.574
0.40303,0.18249,0.86951,0.67075,0.37155,0.98582,0.21559,0.94356,0.71445,0.50639,0.044246,0.66415,0.93135,0.58645,0.33768,0.27096,0.38206,0.78359,0.94822,0.71548,0.36211,0.93726,0.60948,0.29553,0.35575,0.64409,0.41235,0.83347,0.63855,0.4469,0.37278,0.069794,0.96109,0.92922,0.96524,0.50026,0.72334,0.19968,0.81695,0.41357,0.72426,0.30846,0.4714,0.86545,0.99929,0.80539,0.84905,0.16991,0.03733,0.0092683,0.24918,0.40476,0.071522,0.53938,0.10733,0.56804,0.74544,0.3818,0.66226,0.54676,0.028745,0.681,0.37947,0.90402,0.14602,0.4052,0.78662,0.47411,0.19015,0.42768,0.16129,0.24839,0.96048,0.4396,0.99186,0.19004,0.77528,0.38386,0.44429,0.27832,0.78287,0.90237,0.36908,0.32802,0.21387,0.48193,0.043603,0.41177,0.41612,0.35433,0.37327,0.59615,0.13504,0.72251,0.78686,0.24509,0.9584,0.16632,0.89109,0.43311,26.589
0.23581,0.8651,0.157,0.24742,0.43013,0.22707,0.035003,0.82335,0.89015,0.72065,0.7601,0.0028921,0.91419,0.56388,0.64929,0.023467,0.66693,0.80615,0.30947,0.66039,0.14162,0.26032,0.16965,0.83668,0.783,0.68977,0.45686,0.34919,0.78372,0.37103,0.99794,0.57775,0.19878,0.40628,0.68015,0.94907,0.97336,0.39095,0.67313,0.41957,0.49755,0.37706,0.94947,0.46062,0.67646,0.88653,0.53277,0.46772,0.9242,0.12297,0.73443,0.66101,0.64443,0.4777,0.46122,0.74338,0.6159,0.3631,0.16549,0.62437,0.11107,0.30114,0.18848,0.51738,0.30965,0.95092,0.12149,0.26948,0.7534,0.14284,0.95582,0.20587,0.89039,0.38544,0.2109,0.35368,0.61423,0.39128,0.73571,0.17911,0.98053,0.54867,0.20411,0.62319,0.56991,0.64797,0.30563,0.81912,0.86755,0.88789,0.29738,0.94314,0.93803,0.88603,0.34726,0.53994,0.859,0.19584,0.98242,0.13932,21.521
0.44624,0.99114,0.81068,0.30594,0.68626,0.084025,0.81549,0.76868,0.64595,0.30195,0.52412,0.26052,0.10679,0.42288,0.56533,0.53565,0.90827,0.81747,0.54785,0.80014,0.28174,0.36146,0.90752,0.1822,0.15071,0.52304,0.99913,0.14763,0.95355,0.66771,0.18247,0.13165,0.83873,0.96562,0.040063,0.39959,0.52228,0.88908,0.61371,0.41754,0.38396,0.64976,0.6951,0.26768,0.9044,0.96951,0.39765,0.36231,0.14246,0.20524,0.21183,0.34071,0.94353,0.89147,0.12561,0.49404,0.27053,0.7975,0.1897,0.73639,0.2009,0.049498,0.088632,0.91186,0.7793,0.73369,0.68553,0.19803,0.53175,0.38803,0.085709,0.36874,0.0051747,0.56578,0.42289,0.75055,0.051667,0.053406,0.31272,0.98269,0.59519,0.46592,0.20719,0.45847,0.64105,0.82761,0.044251,0.1174,0.68346,0.89528,0.40163,0.96764,0.31378,0.18904,0.10176,0.48677,0.34196,0.90671,0.56673,0.12672,20.466
0.10345,0.034329,0.27768,0.97916,0.99965,0.23307,0.086787,0.11685,0.79083,0.42422,0.93362,0.26692,0.61118,0.69533,0.74626,0.47654,0.50872,0.10014,0.098287,0.93942,0.92934,0.30416,0.00097951,0.63044,0.54135,0.684,0.47116,0.88954,0.5101,0.78234,0.8426,0.39772,0.85681,0.60543,0.73776,0.43664,0.90915,0.9732,0.72834,0.6477,0.20544,0.16355,0.18304,0.47305,0.30762,0.20947,0.30519,0.26751,0.95989,0.93364,0.24865,0.8098,0.27524,0.24501,0.37951,0.23912,0.45115,0.1042,0.95347,0.41768,0.84679,0.18544,0.013283,0.5118,0.27276,0.30823,0.8697,0.29738,0.98667,0.675,0.83541,0.88941,0.52728,0.17049,0.56382,0.65139,0.72958,0.38905,0.38359,0.073537,0.61481,0.78193,0.60772,0.92745,0.14264,0.76738,0.19693,0.57866,0.39891,0.70179,0.59853,0.74553,0.45456,0.80377,0.34412,0.091671,0.99406,0.17265,0.71614,0.57648,23.892
0.56694,0.045209,0.39981,0.51958,0.062715,0.92848,0.054625,0.56305,0.12367,0.12482,0.67844,0.53431,0.67126,0.033795,0.18114,0.33092,0.57722,0.474,0.20163,0.3848,0.18163,0.88731,0.7251,0.26764,0.19846,0.8171,0.73762,0.71993,0.0068,0.73828,0.78338,0.54134,0.46542,0.7318,0.19235,0.079628,0.36974,0.76995,0.40016,0.76646,0.74249,0.85385,0.681,0.94747,0.70535,0.28866,0.49724,0.40516,0.68229,0.093384,0.86768,0.95249,0.2286,0.86438,0.28114,0.011068,0.016881,0.39804,0.13471,0.13224,0.044776,0.034908,0.75727,0.18041,0.52861,0.73832,0.098408,0.12433,0.1334,0.6031,0.71795,0.74991,0.95079,0.78566,0.8076,0.78742,0.78172,0.87477,0.80076,0.83786,0.91607,0.64732,0.28011,0.12076,0.48427,0.18064,0.58335,0.45587,0.6048,0.24812,0.53146,0.42803,0.21596,0.80142,0.56753,0.7885,0.59932,0.59434,0.77693,0.035173,19.022
