x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,y
0.16198,0.25218,0.857,0.8218,0.35376,0.46161,0.10418,0.63399,0.20639,0.72972,0.32291,0.78528,0.39569,0.65235,0.55102,0.73386,0.87875,0.51472,0.7902,0.24232,0.45159,0.76852,0.82909,0.48578,0.2441,0.50558,0.052107,0.81363,0.53471,0.14939,0.51808,0.91877,0.38595,0.58955,0.98916,0.039041,0.16342,0.29822,0.47035,0.73183,0.32092,0.14375,0.47043,0.44079,0.071244,0.81681,0.2939,0.22315,0.39192,0.46821,0.23582,0.31549,0.93043,0.62962,0.63273,0.58483,0.40182,0.23351,0.20981,0.75923,0.80654,0.5192,0.62917,0.32349,0.060303,0.77763,0.65176,0.33035,0.60419,0.69627,0.31873,0.68787,0.80814,0.96913,0.18149,0.45594,0.34656,0.39953,0.047298,0.36594,0.97576,0.68341,0.1041,0.76717,0.02275,0.35569,0.79374,0.90613,0.084399,0.13548,0.64829,0.18696,0.20108,0.69656,0.5489,0.50355,0.9058,0.28138,0.62934,0.35404,18.751
0.18902,0.74792,0.70409,0.80678,0.18617,0.17737,0.019733,0.71498,0.088148,0.014086,0.8153,0.37023,0.0087607,0.026169,0.42302,0.54947,0.68158,0.629,0.86791,0.43422,0.80423,0.9817,0.17623,0.50124,0.8003,0.92515,0.22403,0.53874,0.97625,0.089692,0.22934,0.79207,0.85013,0.61425,0.72797,0.77208,0.63081,0.97214,0.078072,0.63895,0.097087,0.06619,0.1381,0.13881,0.26058,0.97637,0.78399,0.42393,0.91676,0.052371,0.30581,0.47766,0.34947,0.074646,0.56088,0.9686,0.10769,0.93824,0.56741,0.44096,0.2063,0.21521,0.82924,0.13643,0.38788,0.8586,0.98522,0.087044,0.47157,0.44651,0.54962,0.41813,0.89543,0.30523,0.6059,0.75766,0.094261,0.24064,0.81858,0.90096,0.10565,0.98259,0.59244,0.29507,0.45235,0.53846,0.29572,0.11685,0.032691,0.0069075,0.80526,0.83222,0.55144,0.031725,0.64768,0.045382,0.8637,0.23138,0.98704,0.23933,20.777
0.36023,0.32708,0.78607,0.33577,0.56998,0.4052,0.69498,0.38622,0.96655,0.11511,0.1893,0.59548,0.41216,0.60693,0.393,0.61467,0.3107,0.81421,0.99693,0.11774,0.015857,0.019794,0.45758,0.24545,0.44989,0.075742,0.42615,0.50167,0.52996,0.32708,0.41098,0.32112,0.77057,0.19436,0.48017,0.36454,0.52745,0.8978,0.77852,0.86627,0.74281,0.1613,0.73344,0.033579,0.8738,0.68883,0.59474,0.12798,0.63718,0.80402,0.10658,0.93479,0.49072,0.19465,0.30567,0.44163,0.90541,0.27584,0.0035783,0.13283,0.09735,0.055886,0.24551,0.55945,0.34802,0.43421,0.80714,0.018043,0.46336,0.30869,0.25625,0.10171,0.49262,0.25336,0.080976,0.57835,0.79458,0.43683,0.2279,0.88196,0.26525,0.52939,0.40336,0.81453,0.13455,0.99085,0.059144,0.031247,0.026843,0.012736,0.28457,0.74277,0.41216,0.48345,0.2639,0.054346,0.083705,0.7988,0.76649,0.42635,19.013
0.83282,0.49487,0.25839,0.98631,0.13321,0.8419,0.085316,0.056007,0.70551,0.1164,0.38243,0.051105,0.45414,0.43599,0.31947,0.69264,0.38634,0.80561,0.77681,0.28855,0.75704,0.75879,0.7074,0.066522,0.78523,0.044291,0.79501,0.68827,0.90615,0.92511,0.26184,0.93377,0.21892,0.34928,0.32756,0.17546,0.81983,0.83268,0.65141,0.52564,0.86723,0.79387,0.86344,0.1763,0.28549,0.35916,0.28112,0.56838,0.39255,0.20839,0.64627,0.057509,0.10932,0.65715,0.82662,0.49255,0.98229,0.60689,0.85835,0.33376,0.50342,0.97256,0.30597,0.5471,0.22103,0.16937,0.38881,0.46919,0.87501,0.48766,0.33187,0.89275,0.020427,0.5366,0.10869,0.32015,0.18482,0.87146,0.84038,0.4421,0.4442,0.2227,0.56468,0.79916,0.55881,0.56946,0.070831,0.992,0.37399,0.7782,0.45979,0.42675,0.89029,0.87442,0.31725,0.81061,0.57452,0.11596,0.090732,0.64435,18.898
0.12447,0.57877,0.53075,0.95433,0.40533,0.55087,0.52938,0.15861,0.55673,0.67543,0.40583,0.33504,0.84971,0.60897,0.16016,0.00048852,0.64639,0.55056,0.22258,0.19719,0.33332,0.99387,0.49639,0.49688,0.045329,0.82512,0.74428,0.56437,0.53119,0.7832,0.21626,0.072318,0.30699,0.28954,0.73616,0.53438,0.73115,0.23981,0.022218,0.70574,0.86792,0.95278,0.63815,0.31412,0.053016,0.87791,0.19411,0.37465,0.2641,0.86386,0.12573,0.49723,0.25209,0.81863,0.24519,0.73598,0.99083,0.6739,0.46601,0.43396,0.14563,0.67946,0.47202,0.21053,0.24814,0.60481,0.3645,0.17388,0.36614,0.28012,0.62372,0.1648,0.81535,0.13472,0.37786,0.4269,0.44026,0.95944,0.74654,0.98732,0.59795,0.32144,0.65056,0.28586,0.67336,0.10671,0.80745,0.53645,0.83698,0.73368,0.70299,0.6154,0.24519,0.12846,0.98082,0.4645,0.026522,0.90886,0.57716,0.84823,23.716
0.76532,0.58933,0.8187,0.7179,0.86898,0.35171,0.2467,0.61581,0.66855,0.09518,0.31299,0.68175,0.84268,0.36045,0.64449,0.78032,0.34429,0.34593,0.53463,0.39173,0.17767,0.62853,0.40977,0.52349,0.57352,0.26603,0.26553,0.60047,0.10113,0.84073,0.50694,0.092651,0.60685,0.041207,0.76302,0.50029,0.010714,0.92788,0.1006,0.4877,0.72372,0.67195,0.064059,0.11309,0.86826,0.80562,0.088429,0.63023,0.77601,0.99578,0.06513,0.046261,0.27473,0.20614,0.59931,0.37311,0.68699,0.017331,0.27194,0.38185,0.085323,0.48481,0.66903,0.80124,0.97094,0.22307,0.78432,0.91038,0.88067,0.84266,0.3091,0.38202,0.64803,0.70005,0.51449,0.56222,0.82718,0.94953,0.57123,0.071591,0.099613,0.54769,0.91948,0.8058,0.5821,0.098137,0.371,0.831,0.05731,0.71963,0.41752,0.99713,0.16901,0.85017,0.70354,0.26593,0.19447,0.76231,0.22332,0.78898,22.491
0.66285,0.99272,0.97433,0.61632,0.075609,0.77044,0.13591,0.89268,0.52633,0.45629,0.53545,0.46333,0.22148,0.72553,0.5966,0.99655,0.53802,0.24842,0.060739,0.6377,0.45795,0.80534,0.70747,0.85308,0.61335,0.11682,0.36152,0.047752,0.78736,0.36672,0.96706,0.43847,0.20674,0.227,0.75441,0.78036,0.2012,0.75859,0.46654,0.71942,0.61849,0.79503,0.046595,0.32348,0.54642,0.47338,0.095818,0.66891,0.7476,0.087169,0.32391,0.47192,0.021267,0.79522,0.64141,0.70951,0.43932,0.29975,0.34416,0.084219,0.7129,0.020399,0.62677,0.57945,0.42662,0.3086,0.37268,0.79278,0.060965,0.11324,0.15617,0.19449,0.28019,0.77198,0.534,0.32321,0.43308,0.53729,0.19722,0.94164,0.22641,0.64331,0.56457,0.49627,0.60557,0.69342,0.88844,0.98566,0.9067,0.3511,0.044431,0.048406,0.49291,0.78116,0.026014,0.72641,0.34437,0.46934,0.70333,0.8666,21.844
0.051188,0.076467,0.88457,0.40827,0.29022,0.91754,0.87856,0.473,0.88118,0.14842,0.30281,0.67303,0.80664,0.39922,0.91043,0.08677,0.17142,0.54748,0.81183,0.47523,0.15436,0.56078,0.50109,0.081048,0.42726,0.6547,0.49151,0.01802,0.28298,0.58763,0.92084,0.10367,0.98099,0.14071,0.95767,0.42254,0.7088,0.74003,0.68279,0.3507,0.54278,0.19266,0.68929,0.012628,0.33158,0.94927,0.61242,0.90009,0.60086,0.18519,0.17958,0.10885,0.4515,0.90123,0.11238,0.72923,0.9536,0.88146,0.26037,0.42073,0.67147,0.91647,0.75391,0.16925,0.42926,0.87006,0.68723,0.54774,0.13899,0.9543,0.47572,0.71782,0.57065,0.85323,0.53566,0.66242,0.13444,0.19203,0.1107,0.33726,0.27891,0.79619,0.29239,0.61592,0.31716,0.89322,0.82371,0.2008,0.7184,0.57899,0.70554,0.96801,0.53302,0.16761,0.7129,0.52134,0.16453,0.95652,0.84393,0.66912,24.383
0.15094,0.74498,0.64713,0.23308,0.95856,0.40877,0.61231,0.4043,0.51156,0.9079,0.77884,0.040719,0.65357,0.83803,0.10583,0.93519,0.46974,0.34641,0.95842,0.86415,0.98797,0.28721,0.058305,0.95279,0.43543,0.28877,0.70372,0.019716,0.86049,0.37298,0.68367,0.59558,0.88784,0.35502,0.04764,0.27415,0.70129,0.22027,0.90528,0.7036,0.74908,0.15456,0.91613,0.97238,0.09639,0.1012,0.53737,0.98567,0.36283,0.060981,0.53523,0.52734,0.36598,0.82392,0.049397,0.83994,0.68556,0.28932,0.82795,0.40343,0.80526,0.86668,0.30611,0.57602,0.25211,0.032697,0.88902,0.49632,0.083648,0.97289,0.55261,0.41272,0.52985,0.66344,0.60069,0.7082,0.039974,0.83546,0.8498,0.61313,0.40247,0.54588,0.11076,0.64212,0.33591,0.57189,0.53367,0.60789,0.75502,0.9571,0.23817,0.26305,0.037339,0.78449,0.015826,0.60982,0.74699,0.16213,0.80634,0.35542,23.501
0.026407,0.55689,0.75376,0.13287,0.45106,0.97197,0.50073,0.73303,0.90905,0.52962,0.26127,0.36319,0.54739,0.74223,0.60493,0.10346,0.88287,0.86757,0.18723,0.918,0.88804,0.97643,0.92803,0.48356,0.0016184,0.66145,0.2559,0.23105,0.14276,0.029927,0.052704,0.7118,0.38132,0.47239,0.79251,0.25183,0.33445,0.89391,0.84141,0.68011,0.42415,0.26786,0.65619,0.4769,0.96908,0.69922,0.0706,0.21919,0.73886,0.58224,0.50423,0.51005,0.10074,0.54666,0.76011,0.17316,0.5646,0.62941,0.3925,0.41896,0.67597,0.24084,0.62606,0.13857,0.74356,0.69614,0.13875,0.17159,0.36592,0.15416,0.24987,0.94417,0.2401,0.44292,0.28048,0.42511,0.77633,0.57245,0.9662,0.11217,0.37943,0.69624,0.64388,0.1288,0.51226,0.92899,0.37943,0.059377,0.39302,0.57678,0.14471,0.66023,0.47545,0.51977,0.60503,0.76977,0.90881,0.60555,0.76497,0.094044,25.21
0.3844,0.46821,0.50929,0.34447,0.76715,0.20758,0.22521,0.21769,0.041376,0.25774,0.8716,0.38489,0.89772,0.1083,0.85186,0.53779,0.013732,0.10842,0.58787,0.2103,0.29243,0.88894,0.14107,0.61371,0.089671,0.29935,0.32365,0.55619,0.19347,0.81256,0.50509,0.54849,0.85576,0.8588,0.19352,0.82986,0.96313,0.94112,0.67193,0.36433,0.25679,0.57651,0.010275,0.63298,0.71148,0.20917,0.31212,0.34907,0.98905,0.10101,0.73316,0.8775,0.74989,0.38066,0.24107,0.92249,0.19317,0.29944,0.50511,0.24376,0.46486,0.24509,0.89231,0.29936,0.33055,0.5289,0.21533,0.14529,0.26946,0.38439,0.37677,0.26273,0.67878,0.77623,0.30176,0.072384,0.15064,0.81237,0.22829,0.91604,0.057906,0.7692,0.63548,0.60112,0.053141,0.21761,0.39169,0.46875,0.16756,0.22754,0.29171,0.52225,0.73743,0.77698,0.86507,0.22052,0.48464,0.72156,0.5744,0.65927,20.907
0.40303,0.044246,0.36211,0.37278,0.72426,0.24918,0.028745,0.16129,0.78287,0.37327,0.73369,0.48652,0.081159,0.69843,0.88696,0.34053,0.85629,0.41487,0.11735,0.15738,0.054782,0.64284,0.17483,0.99978,0.79459,0.19458,0.96681,0.84914,0.2585,0.087317,0.68692,0.30388,0.1056,0.95737,0.85852,0.088264,0.59204,0.38762,0.30112,0.67139,0.54272,0.79813,0.24018,0.71033,0.5244,0.97047,0.14517,0.95605,0.74718,0.20102,0.45531,0.56749,0.35428,0.75389,0.37075,0.56433,0.25764,0.77052,0.53615,0.28324,0.43292,0.11112,0.82655,0.0019616,0.84234,0.0673,0.48353,0.02283,0.41545,0.40921,0.87737,0.909,0.43797,0.91555,0.39101,0.48714,0.44868,0.48313,0.87847,0.73131,0.36358,0.84685,0.79714,0.27815,0.78086,0.13674,0.68166,0.83175,0.73039,0.087222,0.096313,0.90321,0.40982,0.56489,0.83992,0.69673,0.65355,0.34049,0.59716,0.84078,23.43
0.23581,0.7601,0.14162,0.99794,0.49755,0.73443,0.11107,0.95582,0.98053,0.29738,0.046156,0.3127,0.053872,0.24239,0.88713,0.99773,0.49835,0.75952,0.14071,0.17771,0.49935,0.38388,0.69132,0.25533,0.9488,0.61808,0.6559,0.5458,0.62684,0.96114,0.60768,0.95399,0.86875,0.18819,0.060505,0.59384,0.55324,0.019813,0.20774,0.39802,0.97456,0.62726,0.82356,0.42277,0.61942,0.30761,0.24452,0.39021,0.64649,0.47755,0.62852,0.87275,0.80537,0.78984,0.94132,0.70621,0.27777,0.61166,0.54109,0.91251,0.96534,0.80232,0.82426,0.66087,0.86423,0.75025,0.19847,0.37803,0.017131,0.23223,0.98083,0.65209,0.43487,0.71292,0.16921,0.0079818,0.28795,0.30346,0.45063,0.66801,0.70469,0.71971,0.40285,0.027532,0.46004,0.91261,0.091751,0.57406,0.55427,0.59381,0.62741,0.069326,0.39373,0.63859,0.47926,0.74842,0.83593,0.51834,0.055283,0.69867,18.9
0.44624,0.52412,0.28174,0.18247,0.38396,0.21183,0.2009,0.085709,0.59519,0.40163,0.48214,0.89337,0.77967,0.85388,0.73751,0.25576,0.016872,0.45866,0.63589,0.72678,0.46812,0.63345,0.94705,0.67638,0.56574,0.24579,0.072015,0.034816,0.068388,0.43276,0.24604,0.37256,0.93693,0.47716,0.67388,0.95819,0.018083,0.19139,0.19738,0.3873,0.31129,0.34096,0.090122,0.71072,0.37667,0.56284,0.94671,0.38119,0.4145,0.08145,0.23176,0.95903,0.11459,0.93648,0.76433,0.27074,0.03726,0.51969,0.60201,0.44692,0.0061669,0.81111,0.86714,0.88158,0.88064,0.72524,0.9685,0.27743,0.90303,0.7524,0.60728,0.539,0.55805,0.14672,0.63373,0.74254,0.49039,0.19416,0.32529,0.19508,0.676,0.38058,0.82714,0.23782,0.17475,0.0084758,0.89532,0.58781,0.72865,0.14772,0.33086,0.57123,0.96319,0.14811,0.86907,0.5933,0.6053,0.6554,0.070126,0.7734,20.392
0.10345,0.93362,0.92934,0.8426,0.20544,0.24865,0.84679,0.83541,0.61481,0.59853,0.68765,0.79407,0.89007,0.89814,0.68401,0.58103,0.24323,0.61682,0.098217,0.47734,0.68806,0.61583,0.47264,0.25875,0.12503,0.23548,0.34712,0.84176,0.84298,0.28777,0.22032,0.041417,0.93938,0.47035,0.6544,0.7121,0.67022,0.30541,0.48538,0.20705,0.57162,0.012404,0.99548,0.89013,0.86879,0.11355,0.87069,0.20738,0.54905,0.73378,0.61561,0.65606,0.10647,0.33079,0.33307,0.46686,0.1936,0.49959,0.010623,0.97176,0.10059,0.66911,0.59228,0.44924,0.24169,0.14201,0.78261,0.76209,0.51668,0.3245,0.23546,0.53946,0.85696,0.2267,0.8247,0.83547,0.98684,0.82467,0.36771,0.69526,0.80597,0.18263,0.33804,0.34585,0.48384,0.5922,0.80563,0.61036,0.57115,0.50971,0.052682,0.73807,0.4318,0.57085,0.42886,0.90338,0.36373,0.12526,0.080577,0.68617,24.891
0.56694,0.67844,0.18163,0.78338,0.74249,0.86768,0.044776,0.71795,0.91607,0.53146,0.88985,0.49341,0.55947,0.53667,0.16438,0.91875,0.078379,0.94797,0.20882,0.67723,0.96664,0.012891,0.46087,0.37072,0.23393,0.81208,0.34769,0.9259,0.74626,0.96721,0.32122,0.67904,0.76216,0.24873,0.66654,0.5912,0.23246,0.12,0.5574,0.60254,0.38363,0.98886,0.11774,0.94906,0.77607,0.71922,0.17787,0.055229,0.28675,0.09151,0.14361,0.76565,0.37282,0.10364,0.12376,0.19805,0.86784,0.58136,0.21926,0.19679,0.50991,0.85382,0.42254,0.1564,0.73159,0.72759,0.097661,0.78043,0.37527,0.29519,0.26282,0.92021,0.12143,0.37914,0.33694,0.94902,0.8274,0.62847,0.63117,0.35266,0.47406,0.60977,0.19218,0.89477,0.85583,0.17454,0.9399,0.19405,0.43768,0.7047,0.62683,0.15256,0.89752,0.82883,0.54026,0.93665,0.30311,0.66043,0.88331,0.88364,19.706
